LAKE,Date,Date2,Replicate,LIGHT_O2_ppm,DARK_O2_ppm,LIGHT_Pois_O2_ppm,DARK_Pois_O2_ppm,NetOxy_ppm,RespOxy_ppm,Net_mgC_m3_h,Resp_mgC_m3_H,LightAzidemgCm3h,DarkAzidemgCm3h
WC,13-May-13,2013-05-13,3,12.27,7.72,7.87,8.21,4.41,-0.14,52.93,-1.68,0.12,4.20
WC,27-May-13,2013-05-27,1,9.62,7.67,7.5,9.56,1.89,-0.06,22.22,-0.71,-2.70,21.52
WC,27-May-13,2013-05-27,2,9.88,7.88,7.54,7.84,2.15,0.15,25.28,1.76,-2.23,1.29
WC,27-May-13,2013-05-27,3,9.92,7.66,7.66,7.67,2.19,-0.07,25.75,-0.82,-0.82,-0.71
WC,10-Jun-13,2013-06-10,1,8.8,6.71,6.8,6.87,1.70,-0.39,18.83,-4.32,-3.32,-2.55
WC,10-Jun-13,2013-06-10,2,8.95,6.55,6.75,6.8,1.85,-0.55,20.50,-6.09,-3.88,-3.32
WC,10-Jun-13,2013-06-10,3,8.85,6.54,6.65,6.88,1.75,-0.56,19.39,-6.20,-4.99,-2.44
WC,24-Jun-13,2013-06-24,1,11.13,8.07,8.28,7.95,3.59,0.53,41.36,6.11,8.53,4.72
WC,24-Jun-13,2013-06-24,2,11.67,7.99,8.15,8.07,4.13,0.45,47.58,5.18,7.03,6.11
WC,24-Jun-13,2013-06-24,3,10.8,7.82,8.21,7.86,3.26,0.28,37.56,3.23,7.72,3.69
WC,08-Jul-13,2013-07-08,1,9.35,6.89,6.6,7,2.40,-0.06,27.11,-0.68,-3.95,0.56
WC,08-Jul-13,2013-07-08,2,9.55,6.36,6.55,6.8,2.60,-0.59,29.37,-6.66,-4.52,-1.69
WC,08-Jul-13,2013-07-08,3,9.72,6.64,6.71,6.62,2.77,-0.31,31.29,-3.50,-2.71,-3.73
WC,22-Jul-13,2013-07-22,1,14.05,6.83,7.39,6.81,7.26,0.04,82.01,0.45,6.78,0.23
WC,22-Jul-13,2013-07-22,2,13.96,6.85,7.27,6.94,7.17,0.06,80.99,0.68,5.42,1.69
WC,22-Jul-13,2013-07-22,3,13.77,7.01,7.59,6.89,6.98,0.22,78.84,2.49,9.04,1.13
WC,06-Aug-13,2013-08-06,1,9.4,6.68,7.35,6.78,4.66,1.94,55.93,23.28,31.32,24.48
WC,06-Aug-13,2013-08-06,2,9.76,6.36,7.45,6.62,5.02,1.62,60.25,19.44,32.52,22.56
WC,06-Aug-13,2013-08-06,3,9.74,5.8,7.37,6.74,5.00,1.06,60.01,12.72,31.56,24.00
WC,19-Aug-13,2013-08-19,1,11.47,8.11,9.93,8.23,4.37,1.01,51.38,11.87,33.27,13.29
WC,19-Aug-13,2013-08-19,2,11.67,8.35,9.87,8.25,4.57,1.25,53.73,14.70,32.57,13.52
WC,19-Aug-13,2013-08-19,3,11.7,8.01,9.67,8.15,4.60,0.91,54.08,10.70,30.22,12.34
WC,05-May-14,2014-05-05,1,10.4,7.78,8.9,8.14,0.89,-1.73,11.92,-23.18,-8.17,-18.35
WC,05-May-14,2014-05-05,2,10.44,8.43,9.2,8.1,0.93,-1.08,12.46,-14.47,-4.15,-18.89
WC,05-May-14,2014-05-05,3,10.77,8.22,8.45,8.27,1.26,-1.29,16.88,-17.28,-14.20,-16.61
WC,20-May-14,2014-05-20,1,10.07,7.4,5.57,6.57,1.68,-0.99,21.04,-12.40,-35.32,-22.79
WC,20-May-14,2014-05-20,2,10.21,7.07,6.85,6.23,1.82,-1.32,22.79,-16.53,-19.29,-27.05
WC,20-May-14,2014-05-20,3,10.17,7.15,6.7,6.65,1.78,-1.24,22.29,-15.53,-21.16,-21.79
WC,02-Jun-14,2014-06-02,1,6,4.64,4.61,4.55,-1.01,-2.37,-11.87,-27.86,-28.22,-28.92
WC,02-Jun-14,2014-06-02,2,5.77,4.71,4.51,4.49,-1.24,-2.30,-14.58,-27.04,-29.39,-29.63
WC,02-Jun-14,2014-06-02,3,5.78,5.13,4.51,4.37,-1.23,-1.88,-14.46,-22.10,-29.39,-31.04
WC,16-Jun-14,2014-06-16,1,4.89,4.88,4.59,4.32,-0.04,-0.05,-0.48,-0.60,-4.05,-7.27
WC,16-Jun-14,2014-06-16,2,5.15,4.72,4.38,4.61,0.22,-0.21,2.62,-2.50,-6.55,-3.81
WC,16-Jun-14,2014-06-16,3,4.9,4.41,4.47,4.5,-0.03,-0.52,-0.36,-6.20,-5.48,-5.12
WC,30-Jun-14,2014-06-30,1,4.2,3.87,3.79,3.81,0.37,0.04,4.44,0.48,-0.48,-0.24
WC,30-Jun-14,2014-06-30,2,4.32,3.7,3.51,3.45,0.49,-0.13,5.88,-1.56,-3.84,-4.56
WC,30-Jun-14,2014-06-30,3,4.45,3.98,3.69,3.6,0.62,0.15,7.44,1.80,-1.68,-2.76
WC,14-Jul-14,2014-07-14,1,5.69,5.09,5.73,5.14,0.19,-0.41,2.30,-4.97,2.79,-4.37
WC,14-Jul-14,2014-07-14,2,5.84,5.24,5.6,5.16,0.34,-0.26,4.12,-3.15,1.21,-4.12
WC,14-Jul-14,2014-07-14,3,5.41,5.28,5.51,5.39,-0.09,-0.22,-1.09,-2.67,0.12,-1.33
WC,28-Jul-14,2014-07-28,1,9.21,4.45,5.38,4.5,3.21,-1.55,37.74,-18.22,-7.29,-17.64
WC,28-Jul-14,2014-07-28,2,8.89,4.7,5.22,4.64,2.89,-1.30,33.98,-15.28,-9.17,-15.99
WC,28-Jul-14,2014-07-28,3,9.45,4.58,5.18,4.25,3.45,-1.42,40.56,-16.69,-9.64,-20.57
WC,11-Aug-14,2014-08-11,1,7.15,4.95,5.3,4.5,1.64,-0.56,20.39,-6.96,-2.61,-12.56
WC,11-Aug-14,2014-08-11,2,7.25,5.08,5.45,4.75,1.74,-0.43,21.63,-5.35,-0.75,-9.45
WC,11-Aug-14,2014-08-11,3,7.5,4.8,5.65,4.6,1.99,-0.71,24.74,-8.83,1.74,-11.31
WW,28-Jun-96,1996-06-28,1,4.8,4.6,4.6,4.5,0.20,0.00,2.45,0.00,0.00,-1.23
WW,28-Jun-96,1996-06-28,2,4.9,4.5,4.6,4.4,0.30,-0.10,3.68,-1.23,0.00,-2.45
WW,28-Jun-96,1996-06-28,3,4.9,4.4,4.5,4.4,0.30,-0.20,3.68,-2.45,-1.23,-2.45
WW,08-Jul-96,1996-07-08,1,5.3,5.1,5.2,5.2,0.10,-0.10,1.20,-1.20,0.00,0.00
WW,08-Jul-96,1996-07-08,2,5.4,5.1,5.3,5.2,0.20,-0.10,2.40,-1.20,1.20,0.00
WW,08-Jul-96,1996-07-08,3,5.5,5.2,5.2,5.1,0.30,0.00,3.60,0.00,0.00,-1.20
WW,31-Jul-96,1996-07-31,1,5.5,5.6,5.3,5.2,0.30,0.40,3.60,4.80,1.20,0.00
WW,31-Jul-96,1996-07-31,2,5.6,4.9,5.2,5.2,0.40,-0.30,4.80,-3.60,0.00,0.00
WW,31-Jul-96,1996-07-31,3,5.6,4.7,5.3,5.2,0.40,-0.50,4.80,-6.00,1.20,0.00
WW,16-Aug-96,1996-08-16,1,4.5,3.5,4.3,3.9,0.70,-0.30,8.40,-3.60,6.00,1.20
WW,16-Aug-96,1996-08-16,2,4.6,3.4,4.2,3.8,0.80,-0.40,9.60,-4.80,4.80,0.00
WW,16-Aug-96,1996-08-16,3,4.5,3.6,4.1,3.8,0.70,-0.20,8.40,-2.40,3.60,0.00
WW,12-May-97,1997-05-12,1,8.2,6.9,7,6.8,-1.10,-2.40,-13.20,-28.80,-27.60,-30.00
WW,12-May-97,1997-05-12,2,8.3,6.8,6.8,6.7,-1.00,-2.50,-12.00,-30.00,-30.00,-31.20
WW,12-May-97,1997-05-12,3,8.7,6.5,6.6,7.3,-0.60,-2.80,-7.20,-33.61,-32.40,-24.00
WW,28-May-97,1997-05-28,1,7.7,7.3,7.2,7,0.70,0.30,8.40,3.60,2.40,0.00
WW,28-May-97,1997-05-28,2,8.1,7.5,7,7.1,1.10,0.50,13.20,6.00,0.00,1.20
WW,28-May-97,1997-05-28,3,8,7.6,7.2,7.2,1.00,0.60,12.00,7.20,2.40,2.40
WW,11-Jun-97,1997-06-11,1,8.2,7.4,7.6,7.3,0.00,-0.80,0.00,-9.60,-7.20,-10.80
WW,11-Jun-97,1997-06-11,2,8.4,7.7,7.2,7.2,0.20,-0.50,2.40,-6.00,-12.00,-12.00
WW,11-Jun-97,1997-06-11,3,8.4,7.4,7.4,7.2,0.20,-0.80,2.40,-9.60,-9.60,-12.00
WW,23-Jun-97,1997-06-23,1,5.2,3.8,4.7,4.6,-3.80,-5.20,-45.61,-62.41,-51.61,-52.81
WW,23-Jun-97,1997-06-23,2,5.4,4.1,5,4.4,-3.60,-4.90,-43.21,-58.81,-48.01,-55.21
WW,23-Jun-97,1997-06-23,3,5.4,4.4,4.6,4.4,-3.60,-4.60,-43.21,-55.21,-52.81,-55.21
WW,09-Jul-97,1997-07-09,1,4.2,3.4,3.8,3.4,-6.60,-7.40,-79.21,-88.81,-84.01,-88.81
WW,09-Jul-97,1997-07-09,2,4.8,3.5,3.8,3.2,-6.00,-7.30,-72.01,-87.61,-84.01,-91.21
WW,09-Jul-97,1997-07-09,3,4.6,3.4,4,3.5,-6.20,-7.40,-74.41,-88.81,-81.61,-87.61
WW,25-Jul-97,1997-07-25,1,7.9,5.3,4.7,3.8,-0.80,-3.40,-9.60,-40.81,-48.01,-58.81
WW,25-Jul-97,1997-07-25,2,7.4,5.1,4.3,2.9,-1.30,-3.60,-15.60,-43.21,-52.81,-69.61
WW,25-Jul-97,1997-07-25,3,6.9,4.6,5.8,3.1,-1.80,-4.10,-21.60,-49.21,-34.81,-67.21
WW,06-Aug-97,1997-08-06,1,6.1,5.6,5.2,3.9,-2.10,-2.60,-12.60,-15.60,-18.00,-25.80
WW,06-Aug-97,1997-08-06,2,7.2,6.9,4.2,4.2,-1.00,-1.30,-6.00,-7.80,-24.00,-24.00
WW,06-Aug-97,1997-08-06,3,4.5,5.8,4.1,4.1,-3.70,-2.40,-22.20,-14.40,-24.60,-24.60
WW,23-Aug-97,1997-08-23,1,8.8,3.4,7.7,3.2,-0.70,-6.10,-8.40,-73.21,-21.60,-75.61
WW,23-Aug-97,1997-08-23,2,8.9,2.8,9.4,3.5,-0.60,-6.70,-7.20,-80.41,-1.20,-72.01
WW,23-Aug-97,1997-08-23,3,9.1,3.1,7.6,3.3,-0.40,-6.40,-4.80,-76.81,-22.80,-74.41
WW,20-May-98,1998-05-20,1,5.8,6.2,5,5.4,3.27,3.67,39.21,44.01,29.60,34.41
WW,20-May-98,1998-05-20,2,6,6.4,5.4,5.8,3.47,3.87,41.61,46.41,34.41,39.21
WW,20-May-98,1998-05-20,3,6.4,6.2,5.4,6.2,3.87,3.67,46.41,44.01,34.41,44.01
WW,03-Jun-98,1998-06-03,1,9.8,9.6,9.8,9.6,0.33,0.13,4.00,1.60,4.00,1.60
WW,03-Jun-98,1998-06-03,2,9.8,9.6,9.7,9.6,0.33,0.13,4.00,1.60,2.80,1.60
WW,03-Jun-98,1998-06-03,3,9.7,9.6,9.7,9.5,0.23,0.13,2.80,1.60,2.80,0.40
WW,18-Jun-98,1998-06-18,1,8.8,8.7,9,8.8,-1.17,-1.27,-14.00,-15.20,-11.60,-14.00
WW,18-Jun-98,1998-06-18,2,9.1,8.6,9.1,8.9,-0.87,-1.37,-10.40,-16.40,-10.40,-12.80
WW,18-Jun-98,1998-06-18,3,9,8.6,9,8.9,-0.97,-1.37,-11.60,-16.40,-11.60,-12.80
WW,03-Jul-98,1998-07-03,1,9.4,8.8,4.1,3.8,1.27,0.67,5.07,2.67,-16.14,-17.34
WW,03-Jul-98,1998-07-03,2,9.2,8.6,3.8,4.9,1.07,0.47,4.27,1.87,-17.34,-12.94
WW,03-Jul-98,1998-07-03,3,8.8,8.8,4,5.7,0.67,0.67,2.67,2.67,-16.54,-9.73
WW,20-Jul-98,1998-07-20,1,8.5,8.2,7.8,7.9,-0.33,-0.63,-2.00,-3.80,-6.20,-5.60
WW,20-Jul-98,1998-07-20,2,8.3,8.2,7.9,7.7,-0.53,-0.63,-3.20,-3.80,-5.60,-6.80
WW,20-Jul-98,1998-07-20,3,8,8.1,8,7.6,-0.83,-0.73,-5.00,-4.40,-5.00,-7.40
WW,26-Aug-98,1998-08-26,1,9.8,5.8,6.9,5.4,1.70,-2.30,10.20,-13.80,-7.20,-16.20
WW,26-Aug-98,1998-08-26,2,8,5.4,7.4,6.1,-0.10,-2.70,-0.60,-16.20,-4.20,-12.00
WW,26-Aug-98,1998-08-26,3,7.8,5.8,9.2,5.3,-0.30,-2.30,-1.80,-13.80,6.60,-16.80
WW,02-May-99,1999-05-02,1,10.4,8.6,8.9,8.6,1.80,0.00,20.74,0.00,3.46,0.00
WW,02-May-99,1999-05-02,2,9.8,8.5,9,8.6,1.20,-0.10,13.83,-1.15,4.61,0.00
WW,02-May-99,1999-05-02,3,10.4,8.5,8.9,8.6,1.80,-0.10,20.74,-1.15,3.46,0.00
WW,13-May-99,1999-05-13,1,10.8,8.4,8.5,8.2,-0.60,-3.00,-7.20,-36.01,-34.81,-38.41
WW,13-May-99,1999-05-13,2,10.5,8.3,8.5,8.3,-0.90,-3.10,-10.80,-37.21,-34.81,-37.21
WW,13-May-99,1999-05-13,3,10.3,8.4,8.2,8.3,-1.10,-3.00,-13.20,-36.01,-38.41,-37.21
WW,31-May-99,1999-05-31,1,11.4,10.4,11.6,11.2,-1.20,-2.20,-15.03,-27.55,-12.52,-17.53
WW,31-May-99,1999-05-31,2,11.4,10.6,12.8,11,-1.20,-2.00,-15.03,-25.05,2.50,-20.04
WW,31-May-99,1999-05-31,3,13,10.6,11.8,11.2,0.40,-2.00,5.01,-25.05,-10.02,-17.53
WW,15-Jun-99,1999-06-15,1,9.3,7.7,8,8,2.70,1.10,31.11,12.67,16.13,16.13
WW,15-Jun-99,1999-06-15,2,9.2,7.8,7.9,8,2.60,1.20,29.96,13.83,14.98,16.13
WW,15-Jun-99,1999-06-15,3,10.6,7.8,7.5,7.5,4.00,1.20,46.09,13.83,10.37,10.37
WW,07-Jul-99,1999-07-07,1,10.2,8.4,9.6,8.8,-0.90,-2.70,-11.27,-33.81,-18.79,-28.80
WW,07-Jul-99,1999-07-07,2,10.2,8.5,9.6,8.8,-0.90,-2.60,-11.27,-32.56,-18.79,-28.80
WW,07-Jul-99,1999-07-07,3,10.3,8.4,9.9,8.8,-0.80,-2.70,-10.02,-33.81,-15.03,-28.80
WW,20-Jul-99,1999-07-20,1,11.7,7.8,9.2,7.8,2.10,-1.80,25.20,-21.60,-4.80,-21.60
WW,20-Jul-99,1999-07-20,2,11.6,7.8,9,7.5,2.00,-1.80,24.00,-21.60,-7.20,-25.20
WW,20-Jul-99,1999-07-20,3,11.6,7.6,9,7.5,2.00,-2.00,24.00,-24.00,-7.20,-25.20
WW,02-Aug-99,1999-08-02,1,14,7.6,13,8.3,3.40,-3.00,43.53,-38.41,30.72,-29.44
WW,02-Aug-99,1999-08-02,2,13.8,7.8,13.2,8.2,3.20,-2.80,40.97,-35.85,33.29,-30.72
WW,02-Aug-99,1999-08-02,3,13,7.6,12.8,8,2.40,-3.00,30.72,-38.41,28.16,-33.29
WW,16-Aug-99,1999-08-16,1,15,8.4,15,8,4.80,-1.80,57.61,-21.60,57.61,-26.40
WW,16-Aug-99,1999-08-16,2,15,8.2,15,8.2,4.80,-2.00,57.61,-24.00,57.61,-24.00
WW,16-Aug-99,1999-08-16,3,14.9,7.8,15,8.2,4.70,-2.40,56.41,-28.80,57.61,-24.00
WW,01-May-00,2000-05-01,1,7.4,5.8,6.9,6,-0.20,-1.80,-2.22,-19.94,-7.76,-17.73
WW,01-May-00,2000-05-01,2,7.4,6,7.1,6.2,-0.20,-1.60,-2.22,-17.73,-5.54,-15.51
WW,01-May-00,2000-05-01,3,7.4,6,7,6.1,-0.20,-1.60,-2.22,-17.73,-6.65,-16.62
WW,16-May-00,2000-05-16,1,10.8,7.3,9.4,7.4,2.10,-1.40,21.60,-14.40,7.20,-13.37
WW,16-May-00,2000-05-16,2,10.1,7.1,9.2,7.4,1.40,-1.60,14.40,-16.46,5.14,-13.37
WW,16-May-00,2000-05-16,3,10.8,7.4,9.3,7.4,2.10,-1.30,21.60,-13.37,6.17,-13.37
WW,02-Jun-00,2000-06-02,1,8.4,6.3,6,6.4,0.20,-1.90,2.40,-22.80,-26.40,-21.60
WW,02-Jun-00,2000-06-02,2,8.5,6.5,6,6.5,0.30,-1.70,3.60,-20.40,-26.40,-20.40
WW,02-Jun-00,2000-06-02,3,8.3,6.6,5.8,6.1,0.10,-1.60,1.20,-19.20,-28.80,-25.20
WW,19-Jun-00,2000-06-19,1,10.7,7.5,9.2,7.4,0.90,-2.30,10.58,-27.04,-7.05,-28.22
WW,19-Jun-00,2000-06-19,2,10.8,7.3,9.3,7.5,1.00,-2.50,11.76,-29.39,-5.88,-27.04
WW,19-Jun-00,2000-06-19,3,10,7.4,9.2,7.6,0.20,-2.40,2.35,-28.22,-7.05,-25.87
WW,04-Jul-00,2000-07-04,1,9,7.3,8.9,7.3,1.20,-0.50,17.28,-7.20,15.84,-7.20
WW,04-Jul-00,2000-07-04,2,9.4,7.4,8.7,7.4,1.60,-0.40,23.04,-5.76,12.96,-5.76
WW,04-Jul-00,2000-07-04,3,9.3,7.1,8.4,7.3,1.50,-0.70,21.60,-10.08,8.64,-7.20
WW,17-Jul-00,2000-07-17,1,11.2,7.8,9.1,7.9,2.80,-0.60,32.26,-6.91,8.07,-5.76
WW,17-Jul-00,2000-07-17,2,11.1,7.9,8.5,7.9,2.70,-0.50,31.11,-5.76,1.15,-5.76
WW,17-Jul-00,2000-07-17,3,11,7.9,8.8,7.6,2.60,-0.50,29.96,-5.76,4.61,-9.22
WW,31-Jul-00,2000-07-31,1,10.6,7,10.6,6.8,3.60,0.00,39.88,0.00,39.88,-2.22
WW,31-Jul-00,2000-07-31,2,10.6,6.8,10.6,7,3.60,-0.20,39.88,-2.22,39.88,0.00
WW,31-Jul-00,2000-07-31,3,10.5,6.8,9.9,7,3.50,-0.20,38.78,-2.22,32.13,0.00
WW,15-Aug-00,2000-08-15,1,11.4,8,8.2,7.1,3.80,0.40,47.59,5.01,7.51,-6.26
WW,15-Aug-00,2000-08-15,2,11.4,7.5,8.3,7.2,3.80,-0.10,47.59,-1.25,8.77,-5.01
WW,15-Aug-00,2000-08-15,3,11.6,7.5,8,7.9,4.00,-0.10,50.09,-1.25,5.01,3.76
WW,02-May-01,2001-05-02,1,10.5,9.7,9.9,10.02,2.20,1.40,25.35,16.13,18.43,19.82
WW,02-May-01,2001-05-02,2,11.1,10,10,10.15,2.80,1.70,32.26,19.59,19.59,21.32
WW,02-May-01,2001-05-02,3,12.35,9.6,9.95,9.4,4.05,1.30,46.66,14.98,19.01,12.67
WW,11-May-01,2001-05-11,1,14,10.6,11.9,11.4,3.40,0.00,35.61,0.00,13.62,8.38
WW,11-May-01,2001-05-11,2,14.5,10.7,11.6,11.4,3.90,0.10,40.85,1.05,10.47,8.38
WW,11-May-01,2001-05-11,3,14.8,10.8,11.5,11.45,4.20,0.20,43.99,2.09,9.43,8.90
WW,25-May-01,2001-05-25,1,11,10,10.65,10.6,0.30,-0.70,2.98,-6.95,-0.50,-0.99
WW,25-May-01,2001-05-25,2,11.15,10.2,10.7,10.6,0.45,-0.50,4.47,-4.97,0.00,-0.99
WW,25-May-01,2001-05-25,3,11.4,10.2,10.6,10.7,0.70,-0.50,6.95,-4.97,-0.99,0.00
WW,22-Jun-01,2001-06-22,1,9.2,9.4,9.8,9.5,0.30,0.50,3.76,6.26,11.27,7.51
WW,22-Jun-01,2001-06-22,2,9.1,9.5,9.9,9.9,0.20,0.60,2.50,7.51,12.52,12.52
WW,22-Jun-01,2001-06-22,3,9.5,9.6,9.8,9.9,0.60,0.70,7.51,8.77,11.27,12.52
WW,11-Jul-01,2001-07-11,1,9.8,8.8,9.3,9,0.60,-0.40,7.35,-4.90,1.23,-2.45
WW,11-Jul-01,2001-07-11,2,10.2,8.8,9.5,9.1,1.00,-0.40,12.26,-4.90,3.68,-1.23
WW,11-Jul-01,2001-07-11,3,9.95,9,9.4,8.85,0.75,-0.20,9.19,-2.45,2.45,-4.29
WW,19-Jul-01,2001-07-19,1,9.7,8.4,8.65,8.25,2.10,0.80,24.94,9.50,12.47,7.72
WW,19-Jul-01,2001-07-19,2,9.75,8.7,8.68,8.4,2.15,1.10,25.54,13.07,12.83,9.50
WW,19-Jul-01,2001-07-19,3,9.5,8.3,8.67,8.6,1.90,0.70,22.57,8.31,12.71,11.88
WW,01-Aug-01,2001-08-01,1,6.8,7.8,7.2,7,-0.40,0.60,-4.61,6.91,0.00,-2.30
WW,01-Aug-01,2001-08-01,2,7.8,7.4,7,7.4,0.60,0.20,6.91,2.30,-2.30,2.30
WW,01-Aug-01,2001-08-01,3,7.8,7.4,7.1,7.6,0.60,0.20,6.91,2.30,-1.15,4.61
WW,03-May-02,2002-05-03,1,7.2,4,6.7,5.7,-2.60,-5.80,-31.20,-69.61,-37.21,-49.21
WW,03-May-02,2002-05-03,2,7.2,3.8,6.6,5.4,-2.60,-6.00,-31.20,-72.01,-38.41,-52.81
WW,03-May-02,2002-05-03,3,6.2,3.8,6.2,5.2,-3.60,-6.00,-43.21,-72.01,-43.21,-55.21
WW,17-May-02,2002-05-17,1,6.6,4.3,4.6,4.5,1.50,-0.80,17.64,-9.41,-5.88,-7.05
WW,17-May-02,2002-05-17,2,6.1,4.3,4.7,4.5,1.00,-0.80,11.76,-9.41,-4.70,-7.05
WW,17-May-02,2002-05-17,3,6.2,4.3,4.7,4.4,1.10,-0.80,12.93,-9.41,-4.70,-8.23
WW,03-Jun-02,2002-06-03,1,12.8,9.1,10.2,9.2,8.40,4.70,50.41,28.20,34.81,28.80
WW,03-Jun-02,2002-06-03,2,13.2,9.4,10,10.4,8.80,5.00,52.81,30.00,33.61,36.01
WW,03-Jun-02,2002-06-03,3,14.4,9.3,9.9,9.9,10.00,4.90,60.01,29.40,33.00,33.00
WW,17-Jun-02,2002-06-17,1,14.2,10.9,11.7,11.2,1.70,-1.60,18.65,-17.56,-8.78,-14.27
WW,17-Jun-02,2002-06-17,2,13.5,10.8,11.8,11.2,1.00,-1.70,10.97,-18.65,-7.68,-14.27
WW,17-Jun-02,2002-06-17,3,14.8,10.8,11.8,11.2,2.30,-1.70,25.24,-18.65,-7.68,-14.27
WW,02-Jul-02,2002-07-02,1,15,5.9,11.4,6.8,5.10,-4.00,56.50,-44.31,16.62,-34.34
WW,02-Jul-02,2002-07-02,2,15,6.1,10.5,7.3,5.10,-3.80,56.50,-42.10,6.65,-28.80
WW,02-Jul-02,2002-07-02,3,15,5.8,11,7.2,5.10,-4.10,56.50,-45.42,12.19,-29.91
WW,22-Jul-02,2002-07-22,1,15,8.5,14.4,6.8,7.60,1.10,89.53,12.96,82.47,-7.07
WW,22-Jul-02,2002-07-22,2,15,6.6,15,6.6,7.60,-0.80,89.53,-9.42,89.53,-9.42
WW,22-Jul-02,2002-07-22,3,15,7,15,6.9,7.60,-0.40,89.53,-4.71,89.53,-5.89
WW,06-Aug-02,2002-08-06,1,14.3,8.6,14,8.8,6.50,0.80,82.30,10.13,78.50,12.66
WW,06-Aug-02,2002-08-06,2,14.8,8,14.7,8.2,7.00,0.20,88.63,2.53,87.36,5.06
WW,06-Aug-02,2002-08-06,3,14.9,7.8,14.4,7.7,7.10,0.00,89.89,0.00,83.56,-1.27
WW,19-Aug-02,2002-08-19,1,8.6,8.6,8.5,8.6,-1.20,-1.20,-7.13,-7.13,-7.72,-7.13
WW,19-Aug-02,2002-08-19,2,8.5,8.6,8.4,8.6,-1.30,-1.20,-7.72,-7.13,-8.31,-7.13
WW,19-Aug-02,2002-08-19,3,8.4,8.6,8.6,8.6,-1.40,-1.20,-8.31,-7.13,-7.13,-7.13
WW,06-May-03,2003-05-06,1,9.78,7.41,8.1,7.89,1.29,-1.08,16.16,-13.53,-4.88,-7.51
WW,06-May-03,2003-05-06,2,9.37,7.57,8.21,7.96,0.88,-0.92,11.02,-11.52,-3.51,-6.64
WW,06-May-03,2003-05-06,3,9.51,7.54,8.08,7.96,1.02,-0.95,12.77,-11.90,-5.13,-6.64
WW,16-May-03,2003-05-16,1,10.55,8.9,8.76,8.68,1.86,0.21,21.01,2.37,0.79,-0.11
WW,16-May-03,2003-05-16,2,10.61,9.16,8.66,8.53,1.92,0.47,21.69,5.31,-0.34,-1.81
WW,16-May-03,2003-05-16,3,10.78,8.33,8.71,8.27,2.09,-0.36,23.61,-4.07,0.23,-4.74
WW,02-Jun-03,2003-06-02,1,8.01,7.46,7.9,7.45,0.78,0.23,9.17,2.70,7.88,2.59
WW,02-Jun-03,2003-06-02,2,8.05,7.68,7.65,7.87,0.82,0.45,9.64,5.29,4.94,7.52
WW,02-Jun-03,2003-06-02,3,7.99,7.59,7.87,7.8,0.76,0.36,8.94,4.23,7.52,6.70
WW,20-Jun-03,2003-06-20,1,8.26,8.11,7.91,8.04,0.44,0.29,4.53,2.98,0.93,2.26
WW,20-Jun-03,2003-06-20,2,8.4,7.91,8.09,8.06,0.58,0.09,5.97,0.93,2.78,2.47
WW,20-Jun-03,2003-06-20,3,8.36,8.12,7.93,8.12,0.54,0.30,5.56,3.09,1.13,3.09
WW,30-Jun-03,2003-06-30,1,12.64,8.58,9.2,7.88,3.38,-0.68,44.25,-8.90,-0.79,-18.07
WW,30-Jun-03,2003-06-30,2,12.47,7.73,9.85,8.05,3.21,-1.53,42.03,-20.03,7.72,-15.84
WW,30-Jun-03,2003-06-30,3,12.3,8.1,9.24,8.14,3.04,-1.16,39.80,-15.19,-0.26,-14.66
WW,14-Jul-03,2003-07-14,1,11.75,8.12,9.8,7.96,3.32,-0.31,39.85,-3.72,16.44,-5.64
WW,14-Jul-03,2003-07-14,2,10.19,7.86,10.54,7.78,1.76,-0.57,21.12,-6.84,25.32,-7.80
WW,14-Jul-03,2003-07-14,3,11.84,8.13,10.51,7.49,3.41,-0.30,40.93,-3.60,24.96,-11.28
WW,29-Jul-03,2003-07-29,1,10.32,5.65,8.47,4.76,5.50,0.83,66.01,9.96,43.81,-0.72
WW,29-Jul-03,2003-07-29,2,9.99,6.18,8.66,4.96,5.17,1.36,62.05,16.32,46.09,1.68
WW,29-Jul-03,2003-07-29,3,10.28,6.1,8.55,4.94,5.46,1.28,65.53,15.36,44.77,1.44
WW,11-Aug-03,2003-08-11,1,15.46,6.74,17.23,6.87,8.67,-0.05,102.98,-0.59,124.01,0.95
WW,11-Aug-03,2003-08-11,2,14.33,6.81,20,6.47,7.54,0.02,89.56,0.24,156.91,-3.80
WW,11-Aug-03,2003-08-11,3,16.01,5.64,18.7,5.7,9.22,-1.15,109.52,-13.66,141.47,-12.95
WW,27-Aug-03,2003-08-27,1,7.52,5.34,9.68,6.46,1.28,-0.90,15.05,-10.58,40.44,2.59
WW,27-Aug-03,2003-08-27,2,7.53,6.25,10.53,6.7,1.29,0.01,15.17,0.12,50.44,5.41
WW,27-Aug-03,2003-08-27,3,7.64,5.65,9.87,7.26,1.40,-0.59,16.46,-6.94,42.68,11.99
WW,04-May-04,2004-05-04,1,13.93,8.71,8.03,7.7,-1.14,-6.36,-13.80,-76.97,-85.20,-89.20
WW,04-May-04,2004-05-04,2,12.73,8.08,8.51,7.36,-2.34,-6.99,-28.32,-84.60,-79.39,-93.31
WW,04-May-04,2004-05-04,3,12.11,7.95,8.83,8.5,-2.96,-7.12,-35.82,-86.17,-75.52,-79.51
WW,18-May-04,2004-05-18,1,9.19,9.15,8.94,9.47,0.79,0.75,8.34,7.91,5.70,11.29
